,Slang,Meaning
5128,twys,Talk With You Soon
5129,tx,thanks
5130,txs,thanks
5131,txt,text
5132,txting,texting
5133,txtyl,text you later
5134,ty,thank you
5135,tyclos,"turn your CAPS LOCK off, stupid"
5136,tyfi,Thank You for invite
5137,tyfn,thank you for nothing
5138,tyfyc,Thank You For Your Comment
5139,tyfyt,Thank you for your time
5140,TYHI,There you have it.
5141,tyl,text you later
5142,tym,time
5143,tyme,time
5144,Tyong,Thank you on god
5145,typ,thank you partner
5146,typo,typing mistake
5147,tyred,tired
5148,tys,Told You So
5149,tysfm,thank you so f**king much
5150,tysm,thank you so much
5151,tysvm,thank you so very much
5152,tyt,take your time
5153,tyto,take your top off
5154,tyty,thank you thank you
5155,tyvm,Thank You Very Much
5156,tyvvm,thank you very very much
5157,wt,what
5158,Muh,My
5159,u,you
5160,u iz a 304,you is a hoe
5161,u'd,you would
5162,u'll,you will
5163,u'r,you're
5164,u'v,you have
5165,u've,You've
5166,u/l,upload
5167,u/n,username
5168,u2,You too
5169,u2c,unable to contact
5170,u2u,up to you
5171,u4i,up for it
5172,ua,user agreement
5173,uaaaa,Universal Association Against Acronym Abuse
5174,uat,User Acceptance Testing
5175,uayor,Use At Your Own Risk
5176,ub3r,super
5177,uber,over
5178,uctaodnt,you can't teach an old dog new tricks
5179,udc,you don't care
5180,udcbm,You Don't Care About Me
5181,udek,you don't even know
5182,uds,you dumb s**t
5183,udwk,you don't want to know
5184,udy,you done yet
5185,ufab,ugly fat ass b***h
5186,ufia,unsolicited finger in the anus
5187,UFIC,Unsolicited Finger in Chili
5188,ufmf,you funny mother f**ker
5189,ufr,Upon further review
5190,ugba,you gay b***h ass
5191,ugtr,you got that right
5192,uhab,you have a blog
5193,uhems,you hardly ever make sense
5194,ui,User Interface
5195,ujds,u just did s**t
5196,Uk,You know
5197,ukr,You know right
5198,ukwim,you know what i mean
5199,ul,unlucky
5200,ulbom,you looked better on myspace
5201,umfriend,sexual partner
5202,un2bo,you need to back off
5203,un4rtun8ly,unfortunately
5204,unt,until next time
5205,uom,You owe me
5206,upcia,unsolicited pool cue in anus
5207,upia,unsolicited pencil in anus
5208,upmo,You piss me off
5209,upos,you piece of s**t
5210,upw,unidentified party wound
5211,ur,your
5212,ur2g,you are too good
5213,ur6c,you're sexy
5214,ura,you are a
5215,uradrk,you're a dork
5216,urafb,you are a f**king b***h
5217,uraqt,you are a cutie
5218,urcrzy,you are crazy
5219,ure,you are
5220,urg,you are gay
5221,urht,you're hot
5222,url,Uniform Resource Locator
5223,url8,you are late
5224,urms,you rock my socks
5225,urmw,you are my world
5226,urnc,you are not cool
5227,urng2bt,You are not going to believe this 
5228,urs,yours
5229,ursab,you are such a b***h
5230,URSD,You are so done.
5231,ursdf,you are so damn fine
5232,Urself,Yourself
5233,ursf,You are so funny
5234,ursg,you are so gay
5235,ursh,you are so hot
5236,urssb,you are so sexy baby
5237,urstpid,you are stupid
5238,urstu,you are stupid
5239,urtb,you are the best
5240,urtbitw,You are the best in the world!
5241,urtrd,you ret*rd
5242,urtw,you are the worst
5243,urw,you are weird
5244,uryyfm,you are too wise for me
5245,usa,United States of America
5246,usck,you suck
5247,usd,United States Dollar
5248,ussr,The Union of Soviet Socialist Republics
5249,usuk,You Suck
5250,usux,you suck
5251,ut,you there
5252,uta,up the ass
5253,utfs,Use the f**king search
5254,utfse,use the f**king search engine
5255,utm,you tell me
5256,uttm, you talking to me?
5257,utube,youtube
5258,utw,used to work
5259,uty,it's up to you
5260,uve,You've
5261,uvgtbsm,you have got to be shiting me
5262,uw,you're welcome
5263,uwbr,You will be remembered
5264,uwc,you are welcome
5265,uwu,cute face
5266,uya,up your ass
5267,uyab,up your ass b***h
5268,wuta,what you talking about
5269,v4g1n4,vagina
5270,vag,vagina
5271,vajayjay,vagina
5272,vb,visual basic
5273,vbeg,very big evil grin
5274,vbg,very big grin
5275,vf,very funny
5276,vfe,Virgins 4 ever
5277,vff,Verry f**king Funny
5278,vfm,value for money
5279,vgg,very good game
5280,vgh,Very good hand
5281,vgl,very good looking
5282,vgn,Video Game Nerd
5283,vid,Video
5284,vids,Videos
5285,vip,very important person
5286,vleo,Very Low Earth Orbit
5287,vlog,video log
5288,vn,very nice
5289,vnc,Virtual Network Computing
5290,vnh,Very nice hand
5291,voip,voice over ip
5292,vop,very ordinary person 
5293,vr,virtual reality
5294,vrsty,Varsity
5295,vry,very
5296,vs,versus
5297,vwd,very well done
5298,vweg,very wicked evil grin
5299,vzit,visit
5300,vzn,verizon
5301,swswta,so what should we talk about
5302,W,win
5303,w'sup,what's up
5304,w.b.s.,Write Back Soon
5305,w.e,Whatever
5306,w.e.,whatever
5307,w.o.w,World of Warcraft
5308,w.o.w.,world of warcraft
5309,w/,with
5310,w/b,write back
5311,w/e,whatever
5312,w/end,weekend
5313,w/eva,whatever
5314,w/o,with out
5315,w/out,without
5316,w/u,with you
5317,w00t,woohoo
5318,w012d,word
5319,w2d,what to do
5320,w2f,want to f**k
5321,w2g,Way to go
5322,w2ho,want to hang out
5323,w2m,want to meet
5324,w33d,weed
5325,w8,wait
5326,w8am,wait a minute
5327,w8ing,waiting
5328,w8n,waiting
5329,w8t4me,wait for me
5330,w8ter,waiter
5331,w911,Wife in room
5332,wab,what a b***h
5333,wad,without a doubt
5334,wad ^,what's up?
5335,waddup,what's up
5336,wadr,with all due respect
5337,wadzup,What's up?
5338,waf,weird as f**k
5339,wafda,What a f**king Dumb Ass
5340,wafl,what a f**king loser
5341,wafm,wait a f**king minute
5342,wafn,what a f**ken noob
5343,wai,what an idiot
5344,waiotc,why am I on this chat
5345,waloc,what a load of crap
5346,walstib,what a long strange trip it's been
5347,wam,wait a minute
5348,wamh,with all my heart
5349,wan2tlk,Want to talk
5350,wana,want to
5351,wanafuk,wanna f**k
5352,Wank,Masturbate
5353,wanker,masturbater
5354,wanking,Masturbating
5355,wanna,want to
5356,wansta,wanna be ganster
5357,wap,wet ass p***y
5358,warez,illegally obtained software
5359,wassup,what's up?
5360,wasup,What's Up
5361,was^,What's Up
5362,wat,what
5363,wat's^,Whats Up
5364,watcha,what are you
5365,watev,whatever
5366,wateva,whatever 
5367,watevr,whatever
5368,watevs,whatever
5369,watp,We Are The People
5370,wats,whats
5371,wats ^,whats up
5372,wats^,what's up?
5373,watz ^,What's up
5374,wau,what about you
5375,Waud,What are you doing 
5376,Waudrn,What are you doing right now
5377,waug,Where are you going
5378,wauw,what are you wearing
5379,wau^2,what are you up to?
5380,waw,what a w***e
5381,waycb,when are you coming back
5382,Waycm,Why are you calling me
5383,wayd,what are you doing
5384,waydt,What are you doing tonight
5385,waygow,who are you going out with
5386,wayh,why are you here
5387,wayn,Where Are You Now
5388,waysttm,why are you still talking to me
5389,waysw,Why are you so weird
5390,wayt,What are you thinking?
5391,wayta,what are you talking about
5392,wayut,what are you up to
5393,waz,what is
5394,waz ^,what's up
5395,wazz,what's
5396,wazza,what's up
5397,wazzed,drunk
5398,wazzup,what's up
5399,waz^,what's up?
5400,wb,welcome back
5401,wbagnfarb,would be a good name for a rock band
5402,wbb,will be back
5403,wbbs,will be back soon
5404,wbk,Welcome Back
5405,wbp,Welcome Back Partner
5406,wbrb,Will be right back
5407,wbs,write back soon
5408,wbu,what about you
5409,wby,what about you
5410,wc,who cares
5411,wc3,Warcraft III
5412,wcb,welcome back
5413,wcm,Women Crush Monday
5414,wcutm,what can you tell me
5415,wcw,webcam w***e
5416,wd,well done
5417,wdf,Worth Dying For
5418,wdhlm,why doesnt he love me?
5419,wdidn,what do i do now
5420,wdim,What Did I miss
5421,wdk,We Don't Know
5422,wdtm,what does that mean
5423,wduc,what do you care
5424,WDUDT,why did you do that
5425,wdug,where did you go
5426,wdum,what do you mean
5427,wdus,What Did You Say
5428,wdut,what do you think?
5429,wdutom,what do you think of me
5430,wduw,what do you want
5431,wduwta,what do you wanna talk about
5432,wduwtta,what do you want to talk about
5433,wdwdn,what do we do now
5434,wdwgw,where did we go wrong
5435,wdya,why do you ask
5436,wdydt,why do you do that
5437,Wdydtm,What did you do to me
5438,wdye,What do you expect
5439,wdyl,who do you like
5440,wdym,what do you mean
5441,wdys,What did you say
5442,wdyt,what do you think
5443,wdytia,who do you think i am?
5444,wdyw,what do you want
5445,wdywd,what do you want to do?
5446,wdywfm,what do you want from me
5447,wdywta,what do you wanna talk about
5448,wdywtd,what do you want to do
5449,wdywtdt,Why Do You Want To Do That?
5450,wdywtta,what do you want to talk about
5451,wdywttab,What do you want to talk about
5452,webby,webcam
5453,weg,wicked evil grin
5454,welc,welcome
5455,wen,when
5456,werkz,works
5457,wev,Whatever
5458,weve,what ever
5459,wevr,whatever
5460,Wfau,Who f**king asked you
5461,wfh,Working From Home
5462,wfhw,what's for homework
5463,wfm,Works For Me
5464,wfyb,whatever floats your boat
5465,wg,wicked gril
5466,wgac,who gives a crap
5467,wgaf,Who gives a f**k
5468,wgas,who gives a s**t
5469,wgasa,who gives a s**t anyway
5470,wgo,what's going on
5471,wgph2,Want to go play Halo 2?
5472,wha,what?
5473,whaddya,what do you
5474,whaletail,thong
5475,What'cha,What are you
5476,whatcha,what are you
5477,whatev,whatever
5478,whatevs,whatever
5479,whats ^,whats up
5480,what^,what's up?
5481,whenevs,whenever
5482,whevah,where ever
5483,whever,whatever
5484,whf,Wanna have fun?
5485,whit,with
5486,whodi,friend
5487,whr,where
5488,whs,wanna have sex
5489,wht,What
5490,whteva,what ever
5491,whteve,whatever
5492,whtever,whatever
5493,whtevr,whatever
5494,whtvr,whatever
5495,wht^,what up
5496,whubu2,what have you been up to
5497,whubut,what have you been up to
5498,whut,what
5499,whyb,where have you been
5500,whyd,What Have You Done
5501,wibta,would I be the a**h**e
5502,wid,with
5503,widout,without
5504,wieu2,What Is Everyone Up To
5505,wif,With
5506,wifu,where I f**ked up
5507,wiid,what if i did
5508,wilco,will comply
5509,winnar,winner
5510,wio,without
5511,wip,Work In progress
5512,wit,with
5513,witcha,with you
5514,witfp,What is the f**king point
5515,witu,with you
5516,witw,what in the world
5517,witwct,What is the world coming too
5518,witwu,who is there with you
5519,witwwyt,what in the world were you thinking
5520,wiu,What is up?
5521,wiuwu,what is up with you
5522,wiv,with
5523,wiw,wife is watching
5524,wiwhu,wish I was holding you
5525,wiwt,wish i was there 
5526,Wiwwy,What is wrong with you
5527,Wiyn,What is your name
5528,wiyp,what is your problem
5529,wjwd,What Jesus Would Do
5530,wk,week
5531,wkd,wicked
5532,wkend,weekend
5533,wl,will
5534,wlc,welcome
5535,wlcb,welcome back
5536,wlcm,welcome
5537,wld,would
5538,wlkd,walked
5539,wlos,wife looking over Shoulder
5540,wltm,would like to meet
5541,wmao,working my ass off
5542,wmd,Weapons Of Mass Destruction
5543,wmgl,wish me good luck
5544,wml,Wish Me Luck
5545,wmts,we must talk soon
5546,wmyb,What Makes You Beautiful
5547,wmytic,What makes you think I care
5548,wn,when
5549,wna,want to
5550,wnkr,wanker
5551,wnrn,why not right now
5552,wnt,want
5553,wntd,what not to do
5554,woa,word of advice
5555,woc,welcome on cam
5556,wochit,watch it
5557,woe,what on earth
5558,woft,Waste of f**king time
5559,wogge,what on god's green earth?
5560,wogs,waste of good sperm
5561,wolo,we only live once
5562,wom,word of mouth
5563,wombat,"waste of money, brains, and time"
5564,woot,woohoo
5565,wos,Waste of space
5566,wot,what
5567,wotevs,whatever
5568,wotv,What's on Television?
5569,wotw,word of the week
5570,woum,what's on your mind
5571,wowzers,wow
5572,woz,was
5573,wp,wrong person
5574,wpe,worst president ever (Bush)
5575,wrd,word
5576,wrdo,weirdo
5577,wrgad,who really gives a damn
5578,wrgaf,Who really gives a f**k?
5579,wrk,work
5580,wrm,which reminds me
5581,wrng,wrong
5582,wrt,with regard to
5583,wrtg,writing
5584,wrthls,Worthless
5585,wru,where are you
5586,wrud,what are you doing
5587,wruf,where are you from
5588,wruu2,what are you up to
5589,wryd,what are you doing
5590,wsb,wanna cyber?
5591,wsf,we should f**k
5592,wshtf,when s**t hits the fan
5593,wsi,why should I
5594,wsibt,when should i be there
5595,wsidi,Why Should I Do It
5596,wsop,world series of poker
5597,Wss,Why so sad 
5598,wswta,What shall we talk about?
5599,wtaf,What the actual f**k
5600,wtb,Want to buy
5601,wtbd,what's the big deal
5602,wtbh,What the bloody hell
5603,wtc,what the crap
5604,wtcf,what the crazy f**k
5605,wtd,what the deuce
5606,WTE,What the expletive
5607,wtf,what the f**k
5608,wtfaud,what the f**k are you doing?
5609,wtfay,who the f**k are you
5610,wtfayd,what the f**k are you doing
5611,wtfayt,why the f**k are you talking
5612,wtfayta,What the f**k are you talking about?
5613,wtfb,what the f**k b***h
5614,wtfbs,What the f**k bull s**t
5615,wtfc,Who The f**k Cares
5616,wtfdik,what the f**k do i know
5617,wtfdtm,What the f**k does that mean 
5618,wtfdum,what the f**k do you mean
5619,wtfduw,What the f**k do you want?
5620,wtfdym,what the f**k do you mean
5621,wtfdyw,what the f**k do you want
5622,wtfe,What The f**k Ever
5623,wtfever,what the f**k ever
5624,wtfg,What the f**king god
5625,wtfh,what the f**king hell
5626,wtfhb,what the f**king hell b***h
5627,wtfhwt,what the f**king hell was that
5628,wtfigo,what the f**k is going on
5629,wtfigoh,what the f**k is going on here
5630,wtfit,what the f**k is that
5631,wtfits,what the f**k is this s**t
5632,wtfiu,what the f**k is up
5633,wtfiup,what the f**k is your problem
5634,wtfiuwy,what the f**k is up with you
5635,wtfiwwu,what the f**k is wrong with you
5636,wtfiwwy,what the f**k is wrong with you
5637,wtfiyp,what the f**k is your problem
5638,wtfm,"what the f**k, mate?"
5639,wtfmf,what the f**k mother f**ker
5640,wtfo,what the f**k over
5641,wtfru,what the f**k are you
5642,wtfrud,What the f**k are you doing?
5643,wtfrudng,what the f**k are you doing
5644,wtfrudoin,what the f**k are you doing
5645,wtfruo,what the f**k are you on?
5646,wtfruttd,what the f**k are you trying to do
5647,wtfs,what the f**king s**t?
5648,wtfuah,what the f**k you a**h**e
5649,wtful,What the f**k you loser
5650,wtfwjd,what the f**k would jesus do
5651,wtfwt,what the f**k was that
5652,wtfwtd,what the f**k was that dude
5653,wtfwtf,what the f**k was that for?
5654,Wtfwydt,Why the f**k would you do that
5655,wtfya,what the f**k you a**h**e
5656,wtfyb,what the f**k you b***h
5657,wtg,way to go
5658,wtgds,way to go dumb s**t
5659,wtgp,Want to go Private
5660,wth,what the heck
5661,wtharud,what the heck are you doing
5662,wthau,who the hell are you
5663,wthauwf,what the hell are you waiting for
5664,wthay,who the hell are you
5665,wthayd,what the heck are you doing
5666,wthaydwmgf,what the hell are you doing with my girlfriend
5667,wthdyd,what the hell did you do
5668,wthdydt,why the hell did you do that
5669,wthdym,what the hell do you mean
5670,wthhyb,where the hell have you been?
5671,wthigo,what the hell is going on
5672,wthiwwu,What the hell is wrong with you
5673,wtho,want to hang out?
5674,wthru,Who the heck are you
5675,wthrud,what the hell are you doing?
5676,wths,want to have sex
5677,wthswm,want to have sex with me
5678,wthwt,what the hell was that?
5679,wthwut,what the hell were you thinking
5680,wthyi,what the hell you idiot
5681,wtii,what time is it
5682,wtiiot,What time is it over there?
5683,wtiiwua,what time is it where you are
5684,wtityb,"whatever, tell it to your blog"
5685,wtly,Welcome to last year
5686,Wtm,What's the move
5687,wtmf,what the mother f**k
5688,wtmfh,what the mother f**king hell
5689,wtmi,way too much information
5690,wtmtr,what's the matter
5691,wtp,where's the party
5692,WTPR,Want to play Roblox
5693,wtrud,what are you doing
5694,wts,want to sell
5695,wtt,want to trade
5696,wtta,what to talk about
5697,wttp,want to trade pictures?
5698,wtv,Whatever
5699,wtva,whatever
5700,wtvr,whatever
5701,Wtw,What's the word
5702,wtwm,what time are we meeting?
5703,wtwr,well that was random
5704,WTYM,Word To Your Mother
5705,wu,what's up?
5706,wu2kilu,want you to know I love you
5707,wub,love
5708,wubmgf,Will You Be My Girlfriend?
5709,wubu2,what you been up to
5710,wubut,what you been up too
5711,WUCIWUG,what you see is what you get
5712,wud,would
5713,wudev,Whatever
5714,wudn,what you doing now
5715,wufa,where you from again
5716,Wugd,What you guys doing
5717,wugowm,will you go out with me
5718,wula,what you looking at?
5719,wuld,would
5720,wuny,wait until next year
5721,wussup,What is up?
5722,wut,what
5723,wutb,What are you talking about
5724,wutcha,What are you
5725,wuteva,whatever
5726,wutevr,what ever
5727,wuts,what is
5728,wutup,What's Up
5729,wuu2,what you up to
5730,wuu22m,what you up to tomorrow
5731,wuup2,what you up to
5732,wuut,what you up to
5733,wuv,love
5734,wuwh,Wish you were here
5735,wuwt,what's up with that
5736,wuwta,what do you want to talk about
5737,wuwtab,what do you want to talk about
5738,wuwtb,what do you want to talk about
5739,wuwtta,what you want to talk about
5740,wuwttb,What you want to talk about 
5741,wuwu,what up with you
5742,wuz,was
5743,wuza,what's up
5744,wuzup,what's up
5745,WW2,World War 2
5746,wwc,who would care
5747,wwcnd,What would Chuck Norris do
5748,wwdhd,What would David Hasselhoff do
5749,wwe,World Wrestling Entertainment
5750,wwg1wga,where we go one we go all
5751,wwgf,when we gonna f**k
5752,wwhw,when where how why
5753,wwikt,why would i know that
5754,wwjd,what would jesus do?
5755,wwt,what was that
5756,wwtf,what was that for
5757,wwudtm,what would you do to me
5758,wwut,what were you thinking
5759,www,world wide web
5760,wwwu,whats wrong with you
5761,wwwy,what's wrong with you
5762,wwy,where were you
5763,wwycm,when will you call me
5764,wwyd,what would you do?
5765,wwyd2m,what would you do to me
5766,wwydt,why would you do that
5767,wwygac,write when you get a chance
5768,wwyt,What were you thinking
5769,wy,Why?
5770,wya,Where you at?
5771,wyas,wow you are stupid
5772,wyatb,wish you all the best
5773,wyauimg,Why you all up in my grill?
5774,wyb,Watch your back
5775,wybts,were you born this sexy
5776,wyc,will you come
5777,wycm,Will You Call Me
5778,wyd,what are you doing
5779,wyd2dy,what are you doing today
5780,Wydt,What you doing there
5781,wyg,will you go
5782,wygac,when you get a chance
5783,wygam,When you get a minute
5784,wygowm,Will you go out with me
5785,wygwm,will you go with me
5786,wyhi,Would You Hit It?
5787,wyhswm,would you have sex with me
5788,wylion,whether you like it or not
5789,wyltk,wouldn't you like to know
5790,wylym,Watch Your Language Young Man
5791,wym,What You Mean?
5792,wymm,will you marry me
5793,wyn,What's your name
5794,wyp,what's your problem?
5795,wypsu,will you please shut up
5796,wys,wow you're stupid
5797,wysiayg,what you see is all you get
5798,wysitwirl,what you see is totally worthless in real life
5799,wysiwyg,what you see is what you get
5800,wytb,wish you the best
5801,WYTTD,What you trying to do 
5802,Wyut,What you up to
5803,wyw,What You Want
5804,wywh,wish you were here
5805,wywo,while you were out
5806,wywtta,What you want to talk about
5807,w\e,whatever
5808,txtms,text me soon
5809,x treme,extreme
5810,xb36t,Xbox 360
5811,xbf,ex-boyfriend
5812,xbl,xbox live
5813,xcept,except
5814,xcpt,except
5815,xd,extreme droll
5816,xellent,excellent
5817,xfer,transfer
5818,xgf,exgirlfriend
5819,xing,crossing
5820,xit,Exit
5821,xl,extra large
5822,xlnt,Excellent
5823,xmas,christmas
5824,xmpl,example
5825,xoac,Christ on a crutch
5826,xor,hacker
5827,xover,crossover
5828,xox,hugs and kisses
5829,xoxo,hugs and kisses
5830,xp,experience
5831,xpect,expect
5832,xplaned,explained
5833,xpt,except
5834,xroads,crossroads
5835,xs,excess
5836,xsx,Xbox Series X
5837,xtc,ecstasy
5838,xtra,extra
5839,xtreme,extreme
5840,xyz,examine your zipper
5841,xyzpdq,Examine Your Zipper Pretty Darn Quick
5842,aygs,are you going somewhere
5843,AYOR,At Your Own Risk
5844,LYMYWY,"Love You, Miss You, Want You"
5845,syn,See you never
5846,Wygf,What You Going For
5847,y,why
5848,y w,you're welcome
5849,y!a,yahoo answers
5850,y'all,you all
5851,y/n,yes or no
5852,y/o,Years Old
5853,y00,you
5854,y2b,Youtube
5855,y2k,year 2000
5856,ya,yeah
5857,yaab,You are a b***h 
5858,yaaf,you are a f**
5859,yaafm,You Are A f**king Moron
5860,yaagf,you are a good friend
5861,yaai,You are an idiot
5862,Yaamsm,You are annoying me so much 
5863,yaf,you're a f**
5864,yafi,you're a f**king idiot
5865,yag,you are gay
5866,yall,you all
5867,yapa,yet another pointless acronym
5868,yaqw,You are quite welcome
5869,yarly,yeah really
5870,yas,you are stupid
5871,yasan,You are such a nerd
5872,yasf,you are so funny
5873,yasfg,you are so f**king gay
5874,yasg,you are so gay
5875,yasw,you are so weird
5876,yatb,you are the best
5877,yatwl,you are the weakest link
5878,yaw,you are welcome
5879,yayo,cocaine
5880,ybbg,Your Brother By Grace
5881,ybs,you'll be sorry
5882,ybya,you bet your ass
5883,ycliu,You could look it up
5884,ycmtsu,You Can't Make This s**t Up
5885,ycntu,Why Cant You?
5886,yctwuw,you can think what you want
5887,ydpos,you dumb piece of s**t
5888,ydtm,You're dead to me
5889,ydufc,Why do f**king care?
5890,yduwtk,why do you want to know
5891,ye,yeah
5892,yea,yeah
5893,Yeen,you ain't even
5894,yeet,throw
5895,yeh,yes
5896,yelcome,you're welcome
5897,yer,you're
5898,yermom,your mother
5899,yesh,yes
5900,yew,you
5901,yfb,you f**king b*****d
5902,yfg,you're f**king gay
5903,yfi,you f**king idiot
5904,ygg,you go girl
5905,ygm,You Got Mail
5906,ygp,you got punked!
5907,ygpm,you've got a private message
5908,ygrr,you got rick rolled
5909,ygtbfkm,you've got to be f**king kidding me
5910,ygtbk,you've got to be kidding
5911,ygtbkm,you got to be kidding me
5912,ygtbsm,You've got to be shitting me
5913,ygtsr,you got that s**t right
5914,yh,yeah
5915,yhbt,you've been trolled
5916,yhbtyhlhand,you have been trolled; you have lost; have a nice day.
5917,yhew,you
5918,yhf,you have failed
5919,yhgtbsm,You Have Got To Be Shitting Me
5920,yhl,you have lost
5921,yhm,You have mail
5922,yhni,you have no idea
5923,yhpm,you have a private messge
5924,yhtbt,You Had To Be There
5925,yid,"yes, I do"
5926,yim,yahoo instant messenger
5927,yiwtgo,"Yes, I want to go private"
5928,yk,you kidding
5929,ykb,you know better
5930,yki,You know it
5931,ykisa,Your knight in shining armor
5932,ykm,You're killing me
5933,ykn,you know nothing
5934,yktd,you know the drill
5935,YKTFV,you know the f**king vibe
5936,ykw,You Know What
5937,ykwim,you know what I mean
5938,ykwiw,You Know What I Want
5939,ykwya,you know who you are
5940,ykyk,you know you know
5941,ykywywm,you know you wish you were me
5942,ylb,you little b***h
5943,ym,your mom
5944,ymbg,you must be guessing
5945,ymbkm,you must be kidding me
5946,yme,why me
5947,ymfp,Your Most Favorite Person
5948,ymg2c,your mom goes to college
5949,ymgtc,Your Mom Goes To college
5950,ymiaw,your mom is a w***e
5951,ymislidi,you make it sound like i did it
5952,ymmd,You Made My Day
5953,ymmv,your mileage may vary
5954,ymrasu,"Yes, My ret*rded Ass Signed Up"
5955,yn,why not
5956,yng,young
5957,ynk,you never know
5958,ynm,"yes, no, maybe"
5959,ynt,why not
5960,ynw,you know what
5961,yo,year old
5962,yo',your
5963,yodo,you only die once
5964,yolo,you only live once
5965,yolt,you only live twice
5966,yomank,you owe me a new keyboard
5967,yooh,you
5968,yor,your
5969,youngin,young person
5970,yoy,why oh why
5971,ypmf,you pissed me off
5972,ypmo,you piss me off
5973,ypom,your place or mine
5974,yqw,you're quite welcome
5975,yr,year
5976,yrbk,Yearbook
5977,yrms,You Rock My Socks
5978,yrs,years
5979,yrsaf,You Are Such A Fool 
5980,yrsm,you really scare me
5981,yrss,you are so sexy
5982,Yrtic,You really think I care
5983,yru,why are you?
5984,yrubm,why are you bugging me?
5985,yrusm,Why are you so mean
5986,ys,you suck
5987,ysa,You Suck Ass
5988,ysal,you suck at life
5989,ysati,you suck at the internet
5990,ysf,you stupid f**k
5991,ysic,why should I care
5992,ysitm,your shirt is too small
5993,ysk,you should know
5994,ysm,you scare me
5995,ysoab,You son of a b***h
5996,yss,you stupid s**t
5997,Ystrdy,Yesterday
5998,ysw,you're so welcome
5999,yswnt,why sleep when not tired?
6000,yt,You there?
6001,ytd,year to date
6002,ytf,why the f**k
6003,ytfwudt,why the f**k would you do that?
6004,ythwudt,Why the hell would you do that
6005,ytis,You think I'm special?
6006,ytm,you tell me
6007,ytmnd,"You're the man now, dog!"
6008,yty,why thank you
6009,yu,You
6010,yua,you ugly ass
6011,yuo,you
6012,yup,yes
6013,yur,your
6014,yust,why you say that
6015,yvfw,you're very f**king welcome
6016,yvw,you're very welcome
6017,yw,you're welcome
6018,ywapom,you want a piece of me?
6019,ywia,You're welcome in advance
6020,ywic,why would i care
6021,yws,you want sex
6022,ywsyls,you win some you lose some
6023,ywud,yo whats up dude
6024,ywvm,you're welcome very much
6025,ywywm,you wish you were me
6026,yysw,"yeah, yeah, sure, whatever"
6027,Yyy,"Yeah, yeah, yeah"
6028,z'omg,Oh my God
6029,z0mg,oh my god
6030,zex,sex
6031,zh,Zero Hour
6032,zig,cigarette
6033,zomfg,oh my f**king god
6034,zomg,Oh my God
6035,zomgzorrz,oh my god
6036,zoot,woohoo
6037,zot,Zero Tolerance
6038,zt,zoo tycoon
6039,zup,what's up?
